customer_id,first_name,last_name,email,phone,signup_date,city,state,country,postal_code,customer_segment,batch_date
5015,Mark,Stewart,mark.stewart5015@gmail.com,633619670913,2026-07-12,Bacolod,Negros Occidental,Philippines,5374,Returning,2026-07-12
5016,Ryan,Martinez,ryan.martinez5016@gmail.com,630385979849,2026-07-12,Makati,Metro Manila,Philippines,9751,Returning,2026-07-12
5017,Jessica,Miller,jessica.miller5017@gmail.com,639855178662,2026-07-12,Pasig,Metro Manila,Philippines,4598,New,2026-07-12
5018,Justin,Daniel,justin.daniel5018@yahoo.com,630159844129,2026-07-12,Quezon City,Metro Manila,Philippines,6168,New,2026-07-12
5019,Tina,Romero,tina.romero5019@outlook.com,633850537359,2026-07-12,Marikina,Metro Manila,Philippines,6155,Returning,2026-07-12
5020,Rhonda,King,rhonda.king5020@yahoo.com,639451111809,2026-07-12,Marikina,Metro Manila,Philippines,8517,New,2026-07-12
5021,Stacy,Craig,stacy.craig5021@outlook.com,632768610469,2026-07-12,Parañaque,Metro Manila,Philippines,9830,Returning,2026-07-12
5022,Todd,Turner,todd.turner5022@gmail.com,639573421039,2026-07-12,Marikina,Metro Manila,Philippines,7543,VIP,2026-07-12
5023,Nancy,Coleman,nancy.coleman5023@gmail.com,637855773243,2026-07-12,Makati,Metro Manila,Philippines,9348,Returning,2026-07-12
5024,Isaac,Payne,isaac.payne5024@outlook.com,639619242462,2026-07-12,Muntinlupa,Metro Manila,Philippines,2796,New,2026-07-12
5025,Evan,Sherman,evan.sherman5025@gmail.com,632770414146,2026-07-12,Bacolod,Negros Occidental,Philippines,7916,New,2026-07-12
5026,Dawn,King,dawn.king5026@yahoo.com,634476398262,2026-07-12,Cagayan de Oro,Misamis Oriental,Philippines,8668,VIP,2026-07-12
5027,Scott,Hamilton,scott.hamilton5027@outlook.com,631802721711,2026-07-12,Muntinlupa,Metro Manila,Philippines,1188,Returning,2026-07-12
5028,Leonard,Brown,leonard.brown5028@yahoo.com,634938254473,2026-07-12,Las Piñas,Metro Manila,Philippines,5371,New,2026-07-12
5029,Michael,Skinner,michael.skinner5029@gmail.com,633617869114,2026-07-12,Davao City,Davao del Sur,Philippines,3591,VIP,2026-07-12
5030,Anna,Wilson,anna.wilson5030@gmail.com,632027738499,2026-07-12,Marikina,Metro Manila,Philippines,5315,Returning,2026-07-12
5031,Jennifer,Andrews,jennifer.andrews5031@outlook.com,638096119921,2026-07-12,Manila,Metro Manila,Philippines,5889,Returning,2026-07-12
5032,Scott,Houston,scott.houston5032@outlook.com,637989470804,2026-07-12,Makati,Metro Manila,Philippines,7126,VIP,2026-07-12
5033,Andrew,Nunez,andrew.nunez5033@outlook.com,636873477019,2026-07-12,Marikina,Metro Manila,Philippines,9689,New,2026-07-12
5034,Charles,Mueller,charles.mueller5034@yahoo.com,633246826072,2026-07-12,Quezon City,Metro Manila,Philippines,2832,New,2026-07-12
5035,Tammy,Harmon,tammy.harmon5035@outlook.com,633970015834,2026-07-12,Taguig,Metro Manila,Philippines,2290,Returning,2026-07-12
5036,Jennifer,Woods,jennifer.woods5036@gmail.com,639934961232,2026-07-12,Manila,Metro Manila,Philippines,9727,Returning,2026-07-12
5037,David,Atkins,david.atkins5037@outlook.com,639658569174,2026-07-12,Baguio,Benguet,Philippines,3705,Returning,2026-07-12
5038,Lisa,Frank,lisa.frank5038@outlook.com,630268636998,2026-07-12,Davao City,Davao del Sur,Philippines,4470,Returning,2026-07-12
5039,Carrie,Mcdaniel,carrie.mcdaniel5039@outlook.com,635125705104,2026-07-12,Parañaque,Metro Manila,Philippines,6107,Returning,2026-07-12
5040,Kimberly,Garcia,kimberly.garcia5040@gmail.com,633230742778,2026-07-12,Iloilo City,Iloilo,Philippines,9479,New,2026-07-12
5041,Dana,Rodriguez,dana.rodriguez5041@outlook.com,639296115019,2026-07-12,Manila,Metro Manila,Philippines,6539,Returning,2026-07-12
5042,Steven,Matthews,steven.matthews5042@gmail.com,633116445989,2026-07-12,Cagayan de Oro,Misamis Oriental,Philippines,4608,Returning,2026-07-12
5043,Hector,Lewis,hector.lewis5043@gmail.com,630496029029,2026-07-12,Quezon City,Metro Manila,Philippines,4750,Returning,2026-07-12
5044,Susan,Watkins,susan.watkins5044@yahoo.com,630951969747,2026-07-12,Manila,Metro Manila,Philippines,9423,Returning,2026-07-12
5045,Joshua,Castro,joshua.castro5045@outlook.com,633913509695,2026-07-12,Taguig,Metro Manila,Philippines,9834,VIP,2026-07-12
5046,Austin,Martinez,austin.martinez5046@yahoo.com,633430031450,2026-07-12,Cagayan de Oro,Misamis Oriental,Philippines,8744,Returning,2026-07-12
5047,Nicole,Torres,nicole.torres5047@outlook.com,630862324861,2026-07-12,Taguig,Metro Manila,Philippines,2545,New,2026-07-12
5048,Stephen,Johnson,stephen.johnson5048@outlook.com,632683911514,2026-07-12,Davao City,Davao del Sur,Philippines,7735,New,2026-07-12
5049,Matthew,Holmes,matthew.holmes5049@yahoo.com,639475461103,2026-07-12,Bacolod,Negros Occidental,Philippines,2612,Returning,2026-07-12
5050,Michelle,Chang,michelle.chang5050@gmail.com,638577967234,2026-07-12,Las Piñas,Metro Manila,Philippines,2790,New,2026-07-12
5051,Kyle,Wright,kyle.wright5051@gmail.com,636363110107,2026-07-12,Iloilo City,Iloilo,Philippines,3296,New,2026-07-12
5052,Richard,Raymond,richard.raymond5052@outlook.com,631817760531,2026-07-12,Taguig,Metro Manila,Philippines,2235,New,2026-07-12
5053,Raymond,Mcclure,raymond.mcclure5053@gmail.com,633210546596,2026-07-12,Bacolod,Negros Occidental,Philippines,9856,VIP,2026-07-12
5054,Leah,Turner,leah.turner5054@yahoo.com,635783794906,2026-07-12,Muntinlupa,Metro Manila,Philippines,4872,Returning,2026-07-12
5055,Joseph,Spencer,joseph.spencer5055@gmail.com,631358108237,2026-07-12,Taguig,Metro Manila,Philippines,7570,New,2026-07-12
5056,Scott,Hubbard,scott.hubbard5056@yahoo.com,639581581306,2026-07-12,Davao City,Davao del Sur,Philippines,5345,New,2026-07-12
5057,Richard,Bauer,richard.bauer5057@gmail.com,633189988882,2026-07-12,Parañaque,Metro Manila,Philippines,8973,New,2026-07-12
5058,Miguel,Parks,miguel.parks5058@outlook.com,631461637968,2026-07-12,Quezon City,Metro Manila,Philippines,9883,New,2026-07-12
5059,Ian,Wade,ian.wade5059@outlook.com,632072172748,2026-07-12,Quezon City,Metro Manila,Philippines,8811,New,2026-07-12
5060,Randy,Gray,randy.gray5060@gmail.com,630503114427,2026-07-12,Baguio,Benguet,Philippines,2312,Returning,2026-07-12
