customer_id,first_name,last_name,email,phone,signup_date,city,state,country,postal_code,customer_segment,batch_date
94,Ronald,Keith,ronald.keith94@gmail.com,638731888417,2022-12-13,Muntinlupa,Metro Manila,Philippines,4728,Returning,full_load
95,Frederick,Trujillo,frederick.trujillo95@gmail.com,635738675163,2023-03-09,Davao City,Davao del Sur,Philippines,6378,VIP,full_load
96,Timothy,Day,timothy.day96@outlook.com,636384724205,2024-09-23,Pasig,Metro Manila,Philippines,6753,New,full_load
97,Elizabeth,Sanders,elizabeth.sanders97@gmail.com,631785273738,2023-05-30,Muntinlupa,Metro Manila,Philippines,9785,New,full_load
98,Philip,Carroll,philip.carroll98@yahoo.com,633781447093,2024-06-20,Pasig,Metro Manila,Philippines,3925,New,full_load
99,Rachel,Rich,rachel.rich99@outlook.com,630299530633,2023-06-22,Cagayan de Oro,Misamis Oriental,Philippines,8119,Returning,full_load
100,Roberta,Hicks,roberta.hicks100@yahoo.com,633648441060,2022-06-29,Davao City,Davao del Sur,Philippines,9379,Returning,full_load
101,Carrie,Hoffman,carrie.hoffman101@outlook.com,631514285306,2022-03-10,Taguig,Metro Manila,Philippines,5173,New,full_load
102,Kathleen,Wilson,kathleen.wilson102@outlook.com,630162575470,2024-12-02,Baguio,Benguet,Philippines,9821,VIP,full_load
103,Brian,Crawford,brian.crawford103@yahoo.com,635920872758,2023-07-20,Parañaque,Metro Manila,Philippines,4228,New,full_load
104,Brian,Smith,brian.smith104@yahoo.com,636057713174,2024-08-26,Bacolod,Negros Occidental,Philippines,6409,Returning,full_load
105,Douglas,Hall,douglas.hall105@yahoo.com,633190185993,2024-02-27,Manila,Metro Manila,Philippines,5920,Returning,full_load
106,Paul,Christian,paul.christian106@yahoo.com,639925936547,2024-12-19,Cebu City,Cebu,Philippines,7592,Returning,full_load
107,Christian,Richardson,christian.richardson107@yahoo.com,633558967118,2024-10-29,Taguig,Metro Manila,Philippines,7888,Returning,full_load
108,Michael,Summers,michael.summers108@outlook.com,639744979079,2024-08-14,Marikina,Metro Manila,Philippines,3851,New,full_load
109,Robert,Ross,robert.ross109@yahoo.com,639731233382,2023-04-18,Baguio,Benguet,Philippines,1006,New,full_load
110,Kevin,Berry,kevin.berry110@yahoo.com,635541636363,2023-12-24,Las Piñas,Metro Manila,Philippines,6279,New,full_load
111,Krystal,Jackson,krystal.jackson111@outlook.com,638485118968,2024-01-06,Taguig,Metro Manila,Philippines,9375,New,full_load
112,Michelle,Lopez,michelle.lopez112@outlook.com,632230538131,2024-03-11,Manila,Metro Manila,Philippines,5649,Returning,full_load
113,Kimberly,Baker,kimberly.baker113@gmail.com,636666943830,2025-06-25,Cebu City,Cebu,Philippines,2530,Returning,full_load
114,Erik,Jones,erik.jones114@gmail.com,639179554862,2022-08-17,Taguig,Metro Manila,Philippines,4262,New,full_load
115,Tracey,Wilkins,tracey.wilkins115@yahoo.com,637762970877,2023-12-09,Iloilo City,Iloilo,Philippines,2193,Returning,full_load
116,Terri,Brown,terri.brown116@outlook.com,639944783183,2025-01-20,Cagayan de Oro,Misamis Oriental,Philippines,4185,New,full_load
117,John,Turner,john.turner117@outlook.com,637060302813,2022-08-18,Davao City,Davao del Sur,Philippines,4997,Returning,full_load
118,Zachary,Hughes,zachary.hughes118@yahoo.com,630246474355,2025-04-24,Marikina,Metro Manila,Philippines,2746,New,full_load
119,April,Daniel,april.daniel119@gmail.com,637460882572,2023-12-23,Las Piñas,Metro Manila,Philippines,9486,Returning,full_load
120,Christopher,Stewart,christopher.stewart120@gmail.com,630553471734,2023-12-11,Marikina,Metro Manila,Philippines,2988,Returning,full_load
121,Eric,Smith,eric.smith121@outlook.com,631176997831,2024-05-18,Bacolod,Negros Occidental,Philippines,9702,New,full_load
122,Caroline,Campbell,caroline.campbell122@outlook.com,634987115012,2024-08-09,Las Piñas,Metro Manila,Philippines,8251,Returning,full_load
123,Andrew,Lam,andrew.lam123@gmail.com,636186093792,2023-11-24,Davao City,Davao del Sur,Philippines,9976,Returning,full_load
124,Gary,Stephens,gary.stephens124@gmail.com,630268300913,2023-02-07,Iloilo City,Iloilo,Philippines,8373,Returning,full_load
125,Sarah,Campbell,sarah.campbell125@outlook.com,639063596862,2024-01-23,Pasig,Metro Manila,Philippines,9540,New,full_load
126,Stephanie,Jenkins,stephanie.jenkins126@yahoo.com,630368906511,2025-01-13,Iloilo City,Iloilo,Philippines,2269,New,full_load
127,Crystal,Moore,crystal.moore127@outlook.com,637593051831,2025-10-19,Cebu City,Cebu,Philippines,6238,New,full_load
128,Cassandra,Villa,cassandra.villa128@outlook.com,637153968621,2023-08-19,Makati,Metro Manila,Philippines,4788,New,full_load
129,David,Jackson,david.jackson129@yahoo.com,633310219761,2023-10-07,Taguig,Metro Manila,Philippines,2052,New,full_load
130,Ronnie,Carpenter,ronnie.carpenter130@gmail.com,632319133516,2022-04-07,Iloilo City,Iloilo,Philippines,7812,Returning,full_load
131,Brittney,Mcdaniel,brittney.mcdaniel131@outlook.com,635405258816,2025-08-23,Davao City,Davao del Sur,Philippines,1320,New,full_load
132,Danny,Ryan,danny.ryan132@yahoo.com,634859040146,2023-04-09,Quezon City,Metro Manila,Philippines,6763,Returning,full_load
133,Jessica,Ramirez,jessica.ramirez133@outlook.com,633034569563,2024-04-16,Muntinlupa,Metro Manila,Philippines,7865,Returning,full_load
134,Jonathan,Baker,jonathan.baker134@gmail.com,639708616327,2024-01-29,Las Piñas,Metro Manila,Philippines,4613,New,full_load
135,Kathryn,Perez,kathryn.perez135@yahoo.com,632900407492,2023-08-28,Iloilo City,Iloilo,Philippines,1475,Returning,full_load
136,Donald,Haas,donald.haas136@gmail.com,636152049246,2025-01-29,Las Piñas,Metro Manila,Philippines,7624,Returning,full_load
137,Rebecca,Taylor,rebecca.taylor137@outlook.com,637819762094,2024-08-24,Marikina,Metro Manila,Philippines,3091,New,full_load
138,Amanda,Bolton,amanda.bolton138@outlook.com,631642639061,2022-05-11,Davao City,Davao del Sur,Philippines,1444,New,full_load
139,Matthew,Rogers,matthew.rogers139@gmail.com,637464542275,2022-10-10,Muntinlupa,Metro Manila,Philippines,8564,New,full_load
140,Molly,Garrett,molly.garrett140@yahoo.com,633900685109,2023-12-08,Cebu City,Cebu,Philippines,4467,New,full_load
141,Hannah,Taylor,hannah.taylor141@yahoo.com,636066435819,2023-03-09,Marikina,Metro Manila,Philippines,7211,New,full_load
142,Catherine,Garcia,catherine.garcia142@outlook.com,630117845394,2022-01-31,Manila,Metro Manila,Philippines,8705,Returning,full_load
143,Brandon,Richards,brandon.richards143@gmail.com,634504570287,2024-10-06,Cebu City,Cebu,Philippines,4673,Returning,full_load
144,Andre,Edwards,andre.edwards144@gmail.com,632862530151,2025-03-17,Bacolod,Negros Occidental,Philippines,1659,VIP,full_load
145,Devin,Bauer,devin.bauer145@gmail.com,639235966476,2024-08-23,Taguig,Metro Manila,Philippines,1333,New,full_load
146,Austin,Moore,austin.moore146@gmail.com,635362889987,2024-05-26,Iloilo City,Iloilo,Philippines,2874,Returning,full_load
147,Robert,Stevens,robert.stevens147@outlook.com,631304052362,2022-09-18,Pasig,Metro Manila,Philippines,7043,Returning,full_load
148,James,Phillips,james.phillips148@gmail.com,634969204351,2025-04-23,Parañaque,Metro Manila,Philippines,2876,VIP,full_load
149,Harry,Boyle,harry.boyle149@yahoo.com,639034666738,2025-12-13,Manila,Metro Manila,Philippines,1420,Returning,full_load
150,Michael,Morrison,michael.morrison150@outlook.com,630383134234,2023-09-09,Marikina,Metro Manila,Philippines,7149,New,full_load
151,Timothy,Mcdaniel,timothy.mcdaniel151@outlook.com,632477783536,2022-06-08,Cagayan de Oro,Misamis Oriental,Philippines,4978,Returning,full_load
152,Jessica,Jackson,jessica.jackson152@outlook.com,634573410810,2025-05-21,Muntinlupa,Metro Manila,Philippines,2983,Returning,full_load
153,Rachel,Kaufman,rachel.kaufman153@outlook.com,632582401768,2023-10-28,Cebu City,Cebu,Philippines,9728,New,full_load
154,James,Johns,james.johns154@yahoo.com,634899051007,2022-01-20,Baguio,Benguet,Philippines,6590,Returning,full_load
155,David,Chen,david.chen155@outlook.com,636739535296,2023-07-17,Manila,Metro Manila,Philippines,8102,Returning,full_load
156,Michael,Joseph,michael.joseph156@gmail.com,638101977252,2023-11-08,Iloilo City,Iloilo,Philippines,3506,Returning,full_load
157,Patricia,Alvarez,patricia.alvarez157@outlook.com,634015343269,2024-08-14,Bacolod,Negros Occidental,Philippines,5425,Returning,full_load
158,Jessica,Smith,jessica.smith158@outlook.com,636293264659,2025-07-06,Iloilo City,Iloilo,Philippines,8136,Returning,full_load
159,Phillip,Sexton,phillip.sexton159@gmail.com,632734095027,2025-07-14,Cebu City,Cebu,Philippines,5022,New,full_load
160,Cristina,Stewart,cristina.stewart160@yahoo.com,637975620652,2025-03-11,Iloilo City,Iloilo,Philippines,4995,Returning,full_load
161,Robert,Jones,robert.jones161@gmail.com,639889229442,2023-06-07,Bacolod,Negros Occidental,Philippines,7209,Returning,full_load
162,Heather,Rodriguez,heather.rodriguez162@gmail.com,638285663051,2024-01-28,Cebu City,Cebu,Philippines,3979,New,full_load
163,Matthew,Elliott,matthew.elliott163@outlook.com,632629179952,2023-03-11,Pasig,Metro Manila,Philippines,6576,Returning,full_load
164,Amanda,Turner,amanda.turner164@gmail.com,632252076889,2024-03-13,Pasig,Metro Manila,Philippines,1166,New,full_load
165,Andrew,Smith,andrew.smith165@outlook.com,636173876701,2024-01-29,Parañaque,Metro Manila,Philippines,7658,Returning,full_load
166,Joseph,Alvarez,joseph.alvarez166@outlook.com,637315923950,2024-09-30,Parañaque,Metro Manila,Philippines,8800,Returning,full_load
167,Kevin,Hall,kevin.hall167@yahoo.com,639943605553,2022-05-25,Las Piñas,Metro Manila,Philippines,1282,New,full_load
168,David,Baker,david.baker168@outlook.com,631833429984,2023-04-21,Parañaque,Metro Manila,Philippines,4986,Returning,full_load
169,Corey,Flores,corey.flores169@yahoo.com,636664889660,2023-06-19,Iloilo City,Iloilo,Philippines,9698,VIP,full_load
170,Jack,Larson,jack.larson170@outlook.com,632940461642,2023-07-01,Baguio,Benguet,Philippines,6419,Returning,full_load
171,Cynthia,Avila,cynthia.avila171@gmail.com,634692246078,2022-12-25,Pasig,Metro Manila,Philippines,5118,Returning,full_load
172,Diana,Young,diana.young172@outlook.com,631782757884,2025-02-28,Cebu City,Cebu,Philippines,2958,VIP,full_load
173,Kellie,Yang,kellie.yang173@gmail.com,639657158927,2022-10-25,Parañaque,Metro Manila,Philippines,4033,Returning,full_load
174,Lauren,Villarreal,lauren.villarreal174@yahoo.com,634761304673,2024-07-16,Pasig,Metro Manila,Philippines,9595,VIP,full_load
175,Caroline,Ali,caroline.ali175@gmail.com,638442322567,2023-04-06,Muntinlupa,Metro Manila,Philippines,4180,New,full_load
176,Michelle,Yoder,michelle.yoder176@outlook.com,638261696839,2025-01-04,Pasig,Metro Manila,Philippines,1231,New,full_load
177,Dean,Oliver,dean.oliver177@yahoo.com,639069437390,2024-05-09,Quezon City,Metro Manila,Philippines,1893,Returning,full_load
178,Brenda,Gordon,brenda.gordon178@gmail.com,631436944173,2022-06-09,Makati,Metro Manila,Philippines,9042,Returning,full_load
179,David,Flores,david.flores179@yahoo.com,639195176854,2023-11-16,Iloilo City,Iloilo,Philippines,8843,New,full_load
180,Jennifer,Wilson,jennifer.wilson180@yahoo.com,639086014979,2025-08-31,Quezon City,Metro Manila,Philippines,5136,New,full_load
181,Briana,Torres,briana.torres181@gmail.com,635681881989,2024-02-03,Manila,Metro Manila,Philippines,7565,Returning,full_load
182,Alejandro,White,alejandro.white182@gmail.com,637060102148,2022-08-24,Bacolod,Negros Occidental,Philippines,1878,Returning,full_load
183,Stephanie,Griffin,stephanie.griffin183@gmail.com,632053399129,2023-01-21,Pasig,Metro Manila,Philippines,2395,Returning,full_load
184,Sarah,Morrow,sarah.morrow184@outlook.com,630351302801,2025-04-19,Davao City,Davao del Sur,Philippines,4697,New,full_load
185,Joshua,Sparks,joshua.sparks185@outlook.com,637357973810,2023-04-07,Marikina,Metro Manila,Philippines,8253,VIP,full_load
186,Frank,Clark,frank.clark186@outlook.com,635686809803,2024-08-05,Pasig,Metro Manila,Philippines,1986,New,full_load
187,Erica,Wilson,erica.wilson187@gmail.com,639427747976,2024-08-29,Las Piñas,Metro Manila,Philippines,4404,New,full_load
188,Trevor,Strong,trevor.strong188@gmail.com,633951499658,2023-01-08,Manila,Metro Manila,Philippines,3573,Returning,full_load
189,Ryan,Riley,ryan.riley189@yahoo.com,630158082715,2023-09-27,Makati,Metro Manila,Philippines,1043,Returning,full_load
190,Erin,Collins,erin.collins190@gmail.com,635770017975,2022-02-20,Iloilo City,Iloilo,Philippines,5771,New,full_load
191,John,Garcia,john.garcia191@outlook.com,639046025813,2022-04-21,Pasig,Metro Manila,Philippines,8438,New,full_load
192,Ashley,Rivera,ashley.rivera192@gmail.com,638320298734,2023-10-23,Pasig,Metro Manila,Philippines,4241,Returning,full_load
193,Rachel,Myers,rachel.myers193@yahoo.com,631413547700,2025-11-12,Bacolod,Negros Occidental,Philippines,3441,Returning,full_load
194,Robert,Montoya,robert.montoya194@yahoo.com,634691772995,2022-09-15,Manila,Metro Manila,Philippines,1977,Returning,full_load
195,Sarah,Avila,sarah.avila195@gmail.com,630939639969,2023-11-14,Muntinlupa,Metro Manila,Philippines,5728,Returning,full_load
196,Brian,Fisher,brian.fisher196@outlook.com,633802168014,2023-02-27,Pasig,Metro Manila,Philippines,7594,Returning,full_load
197,Dawn,Anderson,dawn.anderson197@gmail.com,639230383550,2024-07-18,Iloilo City,Iloilo,Philippines,2317,Returning,full_load
198,Cynthia,Cervantes,cynthia.cervantes198@yahoo.com,636257574959,2024-07-26,Parañaque,Metro Manila,Philippines,6280,New,full_load
199,Adam,Ramos,adam.ramos199@outlook.com,639418965248,2025-04-03,Taguig,Metro Manila,Philippines,1339,Returning,full_load
200,Eddie,Owens,eddie.owens200@gmail.com,632616563542,2025-03-31,Cagayan de Oro,Misamis Oriental,Philippines,1659,Returning,full_load
201,Andrew,Johnson,andrew.johnson201@yahoo.com,630432735815,2025-11-24,Bacolod,Negros Occidental,Philippines,8245,New,full_load
202,Stacy,Hamilton,stacy.hamilton202@yahoo.com,636851433710,2024-09-13,Cagayan de Oro,Misamis Oriental,Philippines,8141,VIP,full_load
203,Ryan,Perez,ryan.perez203@yahoo.com,637649915396,2023-09-27,Iloilo City,Iloilo,Philippines,6700,New,full_load
204,James,Hartman,james.hartman204@yahoo.com,635610042890,2023-05-28,Manila,Metro Manila,Philippines,3634,Returning,full_load
205,Felicia,Holt,felicia.holt205@outlook.com,638676786307,2025-06-17,Pasig,Metro Manila,Philippines,7561,New,full_load
206,Stephanie,Wright,stephanie.wright206@yahoo.com,639596084771,2023-01-28,Manila,Metro Manila,Philippines,6153,New,full_load
207,Molly,Moore,molly.moore207@outlook.com,631622685101,2025-09-05,Las Piñas,Metro Manila,Philippines,7622,Returning,full_load
208,Jacqueline,Schmidt,jacqueline.schmidt208@yahoo.com,636243103320,2023-12-19,Quezon City,Metro Manila,Philippines,9889,New,full_load
209,Katherine,Stephens,katherine.stephens209@yahoo.com,639536146149,2024-08-25,Baguio,Benguet,Philippines,6927,Returning,full_load
210,Tyler,Larson,tyler.larson210@yahoo.com,633196868889,2022-11-13,Las Piñas,Metro Manila,Philippines,1845,Returning,full_load
