customer_id,first_name,last_name,email,phone,signup_date,city,state,country,postal_code,customer_segment,batch_date
29,Jessica,Flynn,jessica.flynn29@yahoo.com,21416171222,2024-04-01,Cagayan de Oro,Misamis Oriental,Philippines,8668,VIP,full_load
30,Valerie,Andrews,valerie.andrews30@outlook.com,97991957248,2024-11-22,Muntinlupa,Metro Manila,Philippines,1188,New,full_load
31,Tim,Mcgee,tim.mcgee31@yahoo.com,68418797885,2025-03-12,Marikina,Metro Manila,Philippines,9797,Returning,full_load
32,Logan,Robinson,logan.robinson32@yahoo.com,70812835226,2023-04-01,Cebu City,Cebu,Philippines,2827,New,full_load
33,Ashley,Garcia,ashley.garcia33@gmail.com,73245173024,2024-02-17,Quezon City,Metro Manila,Philippines,5315,Returning,full_load
34,Jeremy,Chandler,jeremy.chandler34@outlook.com,59362732477,2025-07-31,Manila,Metro Manila,Philippines,5889,Returning,full_load
35,Cynthia,Baxter,cynthia.baxter35@gmail.com,95745879894,2023-08-04,Taguig,Metro Manila,Philippines,3504,Returning,full_load
36,Holly,Morris,holly.morris36@gmail.com,73968109469,2025-11-27,Las Piñas,Metro Manila,Philippines,9689,Returning,full_load
37,Thomas,Lynch,thomas.lynch37@yahoo.com,97149881826,2022-06-23,Iloilo City,Iloilo,Philippines,1319,Returning,full_load
38,Phillip,Taylor,phillip.taylor38@gmail.com,55331231867,2023-01-07,Muntinlupa,Metro Manila,Philippines,6038,New,full_load
39,Mary,Roberts,mary.roberts39@outlook.com,89515206247,2022-05-14,Cagayan de Oro,Misamis Oriental,Philippines,2290,Returning,full_load
40,Dana,Walker,dana.walker40@gmail.com,8468539811,2025-04-04,Manila,Metro Manila,Philippines,9727,New,full_load
41,Regina,Martin,regina.martin41@outlook.com,49818268587,2023-02-16,Iloilo City,Iloilo,Philippines,3705,Returning,full_load
42,Steve,Santos,steve.santos42@outlook.com,23757537741,2025-12-14,Davao City,Davao del Sur,Philippines,4470,Returning,full_load
43,Cheryl,Taylor,cheryl.taylor43@yahoo.com,85009409176,2025-01-12,Parañaque,Metro Manila,Philippines,4295,New,full_load
44,Charles,Hill,charles.hill44@outlook.com,16397337190,2023-11-12,Bacolod,Negros Occidental,Philippines,7118,Returning,full_load
45,James,Durham,james.durham45@yahoo.com,71565098939,2022-04-10,Taguig,Metro Manila,Philippines,4681,New,full_load
46,Kevin,Benson,kevin.benson46@gmail.com,48577547944,2024-07-03,Baguio,Benguet,Philippines,4770,New,full_load
47,Thomas,Baker,thomas.baker47@gmail.com,74404772203,2022-12-22,Parañaque,Metro Manila,Philippines,1964,VIP,full_load
48,Tyrone,King,tyrone.king48@outlook.com,90143183652,2022-04-21,Muntinlupa,Metro Manila,Philippines,6413,New,full_load
49,Robin,Obrien,robin.obrien49@outlook.com,55800325541,2022-11-29,Bacolod,Negros Occidental,Philippines,8953,New,full_load
50,Christian,Anthony,christian.anthony50@yahoo.com,23015485500,2023-01-13,Marikina,Metro Manila,Philippines,8744,Returning,full_load
51,Robert,Neal,robert.neal51@outlook.com,76441661335,2022-05-31,Taguig,Metro Manila,Philippines,2545,New,full_load
52,Michael,Ingram,michael.ingram52@outlook.com,63341259344,2023-12-27,Davao City,Davao del Sur,Philippines,7735,New,full_load
53,Ana,Stokes,ana.stokes53@yahoo.com,74402006209,2022-04-05,Bacolod,Negros Occidental,Philippines,2612,Returning,full_load
54,Carlos,Reynolds,carlos.reynolds54@gmail.com,76161704261,2023-01-22,Las Piñas,Metro Manila,Philippines,2790,New,full_load
55,Mary,Solomon,mary.solomon55@gmail.com,63615908109,2023-10-18,Iloilo City,Iloilo,Philippines,3296,New,full_load
56,Megan,Jackson,megan.jackson56@outlook.com,38839418620,2023-11-20,Taguig,Metro Manila,Philippines,2235,New,full_load
57,Maria,Vazquez,maria.vazquez57@gmail.com,34790714358,2025-07-22,Bacolod,Negros Occidental,Philippines,9856,VIP,full_load
58,Samuel,Johnson,samuel.johnson58@yahoo.com,56962633318,2022-09-16,Marikina,Metro Manila,Philippines,4872,Returning,full_load
59,Sarah,Carson,sarah.carson59@gmail.com,70493977732,2025-11-02,Taguig,Metro Manila,Philippines,7570,New,full_load
60,Kelsey,Baker,kelsey.baker60@yahoo.com,79136505094,2023-02-16,Quezon City,Metro Manila,Philippines,7396,New,full_load
61,Christopher,Mack,christopher.mack61@gmail.com,39728597857,2022-08-29,Parañaque,Metro Manila,Philippines,8973,New,full_load
62,Monica,Barry,monica.barry62@outlook.com,39701149204,2022-04-05,Quezon City,Metro Manila,Philippines,9883,New,full_load
63,Vanessa,Harris,vanessa.harris63@outlook.com,6356595765,2024-02-21,Quezon City,Metro Manila,Philippines,8811,New,full_load
64,Dean,Pham,dean.pham64@gmail.com,66094862941,2025-08-15,Baguio,Benguet,Philippines,2312,New,full_load
65,Lori,Wilkerson,lori.wilkerson65@gmail.com,47285904739,2023-09-20,Manila,Metro Manila,Philippines,4853,VIP,full_load
66,Brett,Shepherd,brett.shepherd66@outlook.com,67091427989,2024-06-18,Cagayan de Oro,Misamis Oriental,Philippines,5033,New,full_load
67,Brett,Cunningham,brett.cunningham67@outlook.com,9306174125,2024-10-18,Manila,Metro Manila,Philippines,7868,Returning,full_load
68,Melissa,Avila,melissa.avila68@outlook.com,35123619637,2022-11-14,Cebu City,Cebu,Philippines,5272,Returning,full_load
69,William,Rosales,william.rosales69@gmail.com,43754715582,2023-09-07,Taguig,Metro Manila,Philippines,5351,Returning,full_load
70,Megan,Cooper,megan.cooper70@gmail.com,26127352528,2023-05-07,Pasig,Metro Manila,Philippines,8491,New,full_load
71,Michelle,Small,michelle.small71@outlook.com,34355848189,2022-04-24,Cagayan de Oro,Misamis Oriental,Philippines,2638,New,full_load
72,Tammie,Anderson,tammie.anderson72@yahoo.com,1781037878,2025-12-20,Pasig,Metro Manila,Philippines,3170,Returning,full_load
73,Jennifer,Petty,jennifer.petty73@yahoo.com,165841647,2023-07-29,Marikina,Metro Manila,Philippines,5002,New,full_load
74,Emily,Carter,emily.carter74@yahoo.com,27178041852,2024-12-28,Muntinlupa,Metro Manila,Philippines,9900,Returning,full_load
75,Ronald,Holt,ronald.holt75@outlook.com,10337299123,2022-01-13,Las Piñas,Metro Manila,Philippines,9666,Returning,full_load
76,Erin,Olson,erin.olson76@gmail.com,1894283856,2025-12-29,Pasig,Metro Manila,Philippines,2697,New,full_load
77,Paul,Clarke,paul.clarke77@outlook.com,95349062102,2025-02-27,Marikina,Metro Manila,Philippines,2753,New,full_load
78,Michael,Montoya,michael.montoya78@yahoo.com,91546224880,2025-01-19,Pasig,Metro Manila,Philippines,4450,New,full_load
79,Patrick,Anderson,patrick.anderson79@yahoo.com,11298827646,2024-02-25,Bacolod,Negros Occidental,Philippines,5325,New,full_load
80,Kimberly,Howard,kimberly.howard80@outlook.com,72548857469,2022-05-24,Marikina,Metro Manila,Philippines,1832,New,full_load
81,Carl,Robinson,carl.robinson81@yahoo.com,23119805964,2022-01-06,Pasig,Metro Manila,Philippines,1722,Returning,full_load
82,Matthew,Evans,matthew.evans82@outlook.com,84555140616,2022-09-09,Bacolod,Negros Occidental,Philippines,5291,New,full_load
83,Robert,Shaw,robert.shaw83@gmail.com,67967728517,2024-05-21,Parañaque,Metro Manila,Philippines,8007,New,full_load
84,Steven,Medina,steven.medina84@gmail.com,48611299782,2024-04-27,Marikina,Metro Manila,Philippines,3442,Returning,full_load
85,Dominique,Williams,dominique.williams85@gmail.com,27201453877,2023-10-30,Cagayan de Oro,Misamis Oriental,Philippines,3426,New,full_load
86,Lisa,Benton,lisa.benton86@yahoo.com,28648990698,2025-10-28,Cebu City,Cebu,Philippines,1653,New,full_load
87,Adam,Osborne,adam.osborne87@outlook.com,33708373557,2023-07-04,Taguig,Metro Manila,Philippines,2684,Returning,full_load
88,Jennifer,Hendrix,jennifer.hendrix88@gmail.com,52197308593,2025-12-09,Davao City,Davao del Sur,Philippines,3532,Returning,full_load
89,Abigail,Burch,abigail.burch89@yahoo.com,83839834964,2025-10-01,Las Piñas,Metro Manila,Philippines,3900,New,full_load
90,Seth,Mcgee,seth.mcgee90@yahoo.com,44993344734,2025-04-30,Parañaque,Metro Manila,Philippines,6442,Returning,full_load
91,Marc,Mitchell,marc.mitchell91@gmail.com,91954907653,2023-02-19,Muntinlupa,Metro Manila,Philippines,5065,Returning,full_load
92,Robert,Crosby,robert.crosby92@gmail.com,98796358346,2025-09-16,Manila,Metro Manila,Philippines,7267,Returning,full_load
93,John,Vega,john.vega93@yahoo.com,21826452365,2025-06-22,Taguig,Metro Manila,Philippines,4269,New,full_load
94,Lynn,Salinas,lynn.salinas94@gmail.com,1175480694,2022-12-13,Muntinlupa,Metro Manila,Philippines,4728,Returning,full_load
95,Edward,Lopez,edward.lopez95@gmail.com,65790505270,2023-03-09,Davao City,Davao del Sur,Philippines,6378,VIP,full_load
96,Lisa,Johnson,lisa.johnson96@outlook.com,32869967534,2024-09-23,Pasig,Metro Manila,Philippines,6753,New,full_load
97,Sarah,Houston,sarah.houston97@gmail.com,15821989488,2023-05-30,Muntinlupa,Metro Manila,Philippines,9785,New,full_load
98,Charles,Valenzuela,charles.valenzuela98@yahoo.com,81605955133,2024-06-20,Pasig,Metro Manila,Philippines,3925,New,full_load
99,Renee,Johnson,renee.johnson99@outlook.com,71355085873,2023-06-22,Cagayan de Oro,Misamis Oriental,Philippines,8119,Returning,full_load
100,Duane,Campos,duane.campos100@yahoo.com,84296342374,2022-06-29,Davao City,Davao del Sur,Philippines,9379,Returning,full_load
101,Wendy,Wilson,wendy.wilson101@outlook.com,27666592149,2022-03-10,Taguig,Metro Manila,Philippines,5173,New,full_load
102,Tami,Larson,tami.larson102@outlook.com,89663916621,2024-12-02,Baguio,Benguet,Philippines,9821,VIP,full_load
103,Brandon,Elliott,brandon.elliott103@yahoo.com,1336766006,2023-07-20,Parañaque,Metro Manila,Philippines,4228,New,full_load
104,Zachary,Jimenez,zachary.jimenez104@yahoo.com,5198342028,2024-08-26,Bacolod,Negros Occidental,Philippines,6409,Returning,full_load
105,Lisa,Klein,lisa.klein105@yahoo.com,17687373844,2024-02-27,Manila,Metro Manila,Philippines,5920,Returning,full_load
106,Mark,Smith,mark.smith106@yahoo.com,87793592920,2024-12-19,Cebu City,Cebu,Philippines,7592,Returning,full_load
107,Gene,Hernandez,gene.hernandez107@yahoo.com,21700115493,2024-10-29,Taguig,Metro Manila,Philippines,7888,Returning,full_load
108,Mathew,King,mathew.king108@outlook.com,18025204207,2024-08-14,Marikina,Metro Manila,Philippines,3851,New,full_load
109,Nicole,Walker,nicole.walker109@yahoo.com,24296010821,2023-04-18,Baguio,Benguet,Philippines,1006,New,full_load
110,Teresa,Thompson,teresa.thompson110@yahoo.com,65225422459,2023-12-24,Las Piñas,Metro Manila,Philippines,6279,New,full_load
111,Michael,Mercado,michael.mercado111@outlook.com,66756904509,2024-01-06,Taguig,Metro Manila,Philippines,9375,New,full_load
112,Jocelyn,Morris,jocelyn.morris112@outlook.com,68482320245,2024-03-11,Manila,Metro Manila,Philippines,5649,Returning,full_load
113,Randy,Turner,randy.turner113@gmail.com,25882640196,2025-06-25,Cebu City,Cebu,Philippines,2530,Returning,full_load
114,Kenneth,Joyce,kenneth.joyce114@gmail.com,82837246957,2022-08-17,Taguig,Metro Manila,Philippines,4262,New,full_load
115,Elizabeth,Thomas,elizabeth.thomas115@yahoo.com,94948445526,2023-12-09,Iloilo City,Iloilo,Philippines,2193,Returning,full_load
116,Benjamin,Schultz,benjamin.schultz116@outlook.com,54169935789,2025-01-20,Cagayan de Oro,Misamis Oriental,Philippines,4185,New,full_load
117,Richard,Hawkins,richard.hawkins117@outlook.com,31864056149,2022-08-18,Davao City,Davao del Sur,Philippines,4997,Returning,full_load
118,Wayne,Williams,wayne.williams118@yahoo.com,44848763640,2025-04-24,Marikina,Metro Manila,Philippines,2746,New,full_load
119,Bianca,Haley,bianca.haley119@gmail.com,60477336187,2023-12-23,Las Piñas,Metro Manila,Philippines,9486,Returning,full_load
120,Paige,Norman,paige.norman120@gmail.com,35783912044,2023-12-11,Marikina,Metro Manila,Philippines,2988,Returning,full_load
121,Valerie,Flores,valerie.flores121@outlook.com,8756602332,2024-05-18,Bacolod,Negros Occidental,Philippines,9702,New,full_load
122,Sean,Rowland,sean.rowland122@outlook.com,30252908342,2024-08-09,Las Piñas,Metro Manila,Philippines,8251,Returning,full_load
123,Alexander,Valencia,alexander.valencia123@gmail.com,4728055556,2023-11-24,Davao City,Davao del Sur,Philippines,9976,Returning,full_load
124,Derrick,Mullins,derrick.mullins124@gmail.com,77233760716,2023-02-07,Iloilo City,Iloilo,Philippines,8373,Returning,full_load
125,Christopher,Brown,christopher.brown125@outlook.com,11822994971,2024-01-23,Pasig,Metro Manila,Philippines,9540,New,full_load
126,Deborah,Williams,deborah.williams126@yahoo.com,23813875088,2025-01-13,Iloilo City,Iloilo,Philippines,2269,New,full_load
127,John,Richards,john.richards127@outlook.com,35308466363,2025-10-19,Cebu City,Cebu,Philippines,6238,New,full_load
128,Lisa,Lee,lisa.lee128@outlook.com,84538244437,2023-08-19,Makati,Metro Manila,Philippines,4788,New,full_load
129,James,Wade,james.wade129@yahoo.com,41962036142,2023-10-07,Taguig,Metro Manila,Philippines,2052,New,full_load
130,Anthony,Wilcox,anthony.wilcox130@gmail.com,5816603403,2022-04-07,Iloilo City,Iloilo,Philippines,7812,Returning,full_load
131,Aaron,Marsh,aaron.marsh131@outlook.com,83784092676,2025-08-23,Davao City,Davao del Sur,Philippines,1320,New,full_load
132,Dawn,Hess,dawn.hess132@yahoo.com,58960642734,2023-04-09,Quezon City,Metro Manila,Philippines,6763,Returning,full_load
133,Travis,Ballard,travis.ballard133@outlook.com,69782210746,2024-04-16,Muntinlupa,Metro Manila,Philippines,7865,Returning,full_load
134,Kenneth,Garcia,kenneth.garcia134@gmail.com,84299506184,2024-01-29,Las Piñas,Metro Manila,Philippines,4613,New,full_load
135,Kelsey,Moran,kelsey.moran135@yahoo.com,18922059607,2023-08-28,Iloilo City,Iloilo,Philippines,1475,Returning,full_load
136,Benjamin,Perez,benjamin.perez136@gmail.com,23047511153,2025-01-29,Las Piñas,Metro Manila,Philippines,7624,Returning,full_load
137,Lisa,Ryan,lisa.ryan137@outlook.com,45309415418,2024-08-24,Marikina,Metro Manila,Philippines,3091,New,full_load
138,Jacob,Torres,jacob.torres138@outlook.com,48654447325,2022-05-11,Davao City,Davao del Sur,Philippines,1444,New,full_load
139,Laura,Alexander,laura.alexander139@gmail.com,56080815860,2022-10-10,Muntinlupa,Metro Manila,Philippines,8564,New,full_load
140,Jacob,Gibson,jacob.gibson140@yahoo.com,15097151666,2023-12-08,Cebu City,Cebu,Philippines,4467,New,full_load
141,Andre,Diaz,andre.diaz141@yahoo.com,85350511220,2023-03-09,Marikina,Metro Manila,Philippines,7211,New,full_load
142,Bryan,Foster,bryan.foster142@outlook.com,98970435929,2022-01-31,Manila,Metro Manila,Philippines,8705,Returning,full_load
143,Albert,Cook,albert.cook143@gmail.com,7688773430,2024-10-06,Cebu City,Cebu,Philippines,4673,Returning,full_load
144,Amanda,Williams,amanda.williams144@gmail.com,9906366645,2025-03-17,Bacolod,Negros Occidental,Philippines,1659,VIP,full_load
145,Tammie,Harrison,tammie.harrison145@gmail.com,57359801617,2024-08-23,Taguig,Metro Manila,Philippines,1333,New,full_load
146,Brenda,Zhang,brenda.zhang146@gmail.com,18088062568,2024-05-26,Iloilo City,Iloilo,Philippines,2874,Returning,full_load
147,Michael,Grant,michael.grant147@outlook.com,32543181920,2022-09-18,Pasig,Metro Manila,Philippines,7043,Returning,full_load
148,Chad,Simmons,chad.simmons148@gmail.com,27953949185,2025-04-23,Parañaque,Metro Manila,Philippines,2876,VIP,full_load
149,Phillip,Rodriguez,phillip.rodriguez149@yahoo.com,72296157186,2025-12-13,Manila,Metro Manila,Philippines,1420,Returning,full_load
150,Madeline,Sparks,madeline.sparks150@outlook.com,35998713944,2023-09-09,Marikina,Metro Manila,Philippines,7149,New,full_load
151,David,Morris,david.morris151@outlook.com,49430123021,2022-06-08,Cagayan de Oro,Misamis Oriental,Philippines,4978,Returning,full_load
152,Karen,West,karen.west152@outlook.com,17756463465,2025-05-21,Muntinlupa,Metro Manila,Philippines,2983,Returning,full_load
153,Robert,Medina,robert.medina153@outlook.com,79376528479,2023-10-28,Cebu City,Cebu,Philippines,9728,New,full_load
154,Rachel,Jackson,rachel.jackson154@yahoo.com,30198249919,2022-01-20,Baguio,Benguet,Philippines,6590,Returning,full_load
155,Paul,Buckley,paul.buckley155@outlook.com,22088506688,2023-07-17,Manila,Metro Manila,Philippines,8102,Returning,full_load
156,Jessica,Sanders,jessica.sanders156@gmail.com,91025409027,2023-11-08,Iloilo City,Iloilo,Philippines,3506,Returning,full_load
157,Kayla,Scott,kayla.scott157@outlook.com,2644322397,2024-08-14,Bacolod,Negros Occidental,Philippines,5425,Returning,full_load
158,Richard,Miller,richard.miller158@outlook.com,87760774930,2025-07-06,Iloilo City,Iloilo,Philippines,8136,Returning,full_load
159,Jesse,Brown,jesse.brown159@gmail.com,69036913357,2025-07-14,Cebu City,Cebu,Philippines,5022,New,full_load
160,Carla,Pierce,carla.pierce160@yahoo.com,6838803188,2025-03-11,Iloilo City,Iloilo,Philippines,4995,Returning,full_load
161,Elizabeth,Wells,elizabeth.wells161@gmail.com,36007998009,2023-06-07,Bacolod,Negros Occidental,Philippines,7209,Returning,full_load
162,Veronica,Cochran,veronica.cochran162@gmail.com,91797495722,2024-01-28,Cebu City,Cebu,Philippines,3979,New,full_load
163,Kyle,Taylor,kyle.taylor163@outlook.com,56774592401,2023-03-11,Pasig,Metro Manila,Philippines,6576,Returning,full_load
164,April,Stephens,april.stephens164@gmail.com,84422333577,2024-03-13,Pasig,Metro Manila,Philippines,1166,New,full_load
165,Tiffany,Bryant,tiffany.bryant165@outlook.com,76529311958,2024-01-29,Parañaque,Metro Manila,Philippines,7658,Returning,full_load
166,Kyle,Smith,kyle.smith166@outlook.com,41046164797,2024-09-30,Parañaque,Metro Manila,Philippines,8800,Returning,full_load
167,Kenneth,Benitez,kenneth.benitez167@yahoo.com,76813966060,2022-05-25,Las Piñas,Metro Manila,Philippines,1282,New,full_load
168,Robert,Carrillo,robert.carrillo168@outlook.com,62298292082,2023-04-21,Parañaque,Metro Manila,Philippines,4986,Returning,full_load
169,Jodi,Thomas,jodi.thomas169@yahoo.com,56526443614,2023-06-19,Iloilo City,Iloilo,Philippines,9698,VIP,full_load
170,Jennifer,Woods,jennifer.woods170@outlook.com,35689425915,2023-07-01,Baguio,Benguet,Philippines,6419,Returning,full_load
171,Mandy,Williams,mandy.williams171@gmail.com,90700102566,2022-12-25,Pasig,Metro Manila,Philippines,5118,Returning,full_load
172,Elizabeth,Kelly,elizabeth.kelly172@outlook.com,65440043043,2025-02-28,Cebu City,Cebu,Philippines,2958,VIP,full_load
173,Katelyn,Mills,katelyn.mills173@gmail.com,14713932193,2022-10-25,Parañaque,Metro Manila,Philippines,4033,Returning,full_load
174,Alex,Rangel,alex.rangel174@yahoo.com,23090967849,2024-07-16,Pasig,Metro Manila,Philippines,9595,VIP,full_load
175,James,Woodward,james.woodward175@gmail.com,1699776727,2023-04-06,Muntinlupa,Metro Manila,Philippines,4180,New,full_load
176,Melissa,Martin,melissa.martin176@outlook.com,8627296275,2025-01-04,Pasig,Metro Manila,Philippines,1231,New,full_load
177,Erin,Sanchez,erin.sanchez177@yahoo.com,12631453540,2024-05-09,Quezon City,Metro Manila,Philippines,1893,Returning,full_load
178,Matthew,Harris,matthew.harris178@gmail.com,780383486,2022-06-09,Makati,Metro Manila,Philippines,9042,Returning,full_load
179,Stephanie,Jacobson,stephanie.jacobson179@yahoo.com,21867441898,2023-11-16,Iloilo City,Iloilo,Philippines,8843,New,full_load
180,Andrew,Schultz,andrew.schultz180@yahoo.com,20829851241,2025-08-31,Quezon City,Metro Manila,Philippines,5136,New,full_load
181,Daniel,Hill,daniel.hill181@gmail.com,58432067191,2024-02-03,Manila,Metro Manila,Philippines,7565,Returning,full_load
182,Lori,Wu,lori.wu182@gmail.com,11676035053,2022-08-24,Bacolod,Negros Occidental,Philippines,1878,Returning,full_load
183,Gregory,Chavez,gregory.chavez183@gmail.com,39703208723,2023-01-21,Pasig,Metro Manila,Philippines,2395,Returning,full_load
184,Richard,George,richard.george184@outlook.com,25658880497,2025-04-19,Davao City,Davao del Sur,Philippines,4697,New,full_load
185,Lori,Kelley,lori.kelley185@outlook.com,26076804936,2023-04-07,Marikina,Metro Manila,Philippines,8253,VIP,full_load
186,Curtis,Walters,curtis.walters186@outlook.com,16633823908,2024-08-05,Pasig,Metro Manila,Philippines,1986,New,full_load
187,William,Davis,william.davis187@gmail.com,55646391559,2024-08-29,Las Piñas,Metro Manila,Philippines,4404,New,full_load
188,Anthony,Foster,anthony.foster188@gmail.com,6418350694,2023-01-08,Manila,Metro Manila,Philippines,3573,Returning,full_load
189,Dean,Curtis,dean.curtis189@yahoo.com,34780748635,2023-09-27,Makati,Metro Manila,Philippines,1043,Returning,full_load
190,Carl,Bell,carl.bell190@gmail.com,80328484029,2022-02-20,Iloilo City,Iloilo,Philippines,5771,New,full_load
191,Jeremy,Fernandez,jeremy.fernandez191@outlook.com,85852062688,2022-04-21,Pasig,Metro Manila,Philippines,8438,New,full_load
192,Ann,Brewer,ann.brewer192@gmail.com,18664899379,2023-10-23,Pasig,Metro Manila,Philippines,4241,Returning,full_load
193,Brian,Wilson,brian.wilson193@yahoo.com,50561292948,2025-11-12,Bacolod,Negros Occidental,Philippines,3441,Returning,full_load
194,Scott,Molina,scott.molina194@yahoo.com,6215337183,2022-09-15,Manila,Metro Manila,Philippines,1977,Returning,full_load
195,Donna,Terry,donna.terry195@gmail.com,44084364560,2023-11-14,Muntinlupa,Metro Manila,Philippines,5728,Returning,full_load
196,Rachel,Craig,rachel.craig196@outlook.com,54366982648,2023-02-27,Pasig,Metro Manila,Philippines,7594,Returning,full_load
197,Chelsey,Morris,chelsey.morris197@gmail.com,85819234117,2024-07-18,Iloilo City,Iloilo,Philippines,2317,Returning,full_load
198,Darrell,Perry,darrell.perry198@yahoo.com,93405450796,2024-07-26,Parañaque,Metro Manila,Philippines,6280,New,full_load
199,Ann,Watson,ann.watson199@outlook.com,76851981002,2025-04-03,Taguig,Metro Manila,Philippines,1339,Returning,full_load
200,Connor,Obrien,connor.obrien200@gmail.com,51558231895,2025-03-31,Cagayan de Oro,Misamis Oriental,Philippines,1659,Returning,full_load
201,Devon,Walker,devon.walker201@yahoo.com,50044634544,2025-11-24,Bacolod,Negros Occidental,Philippines,8245,New,full_load
202,Willie,Ingram,willie.ingram202@yahoo.com,93330011434,2024-09-13,Cagayan de Oro,Misamis Oriental,Philippines,8141,VIP,full_load
203,Patricia,Hurst,patricia.hurst203@yahoo.com,47175822591,2023-09-27,Iloilo City,Iloilo,Philippines,6700,New,full_load
204,Stephanie,Watson,stephanie.watson204@yahoo.com,75307181026,2023-05-28,Manila,Metro Manila,Philippines,3634,Returning,full_load
205,Mitchell,Watson,mitchell.watson205@outlook.com,57432881529,2025-06-17,Pasig,Metro Manila,Philippines,7561,New,full_load
206,Cory,Hatfield,cory.hatfield206@yahoo.com,13750084344,2023-01-28,Manila,Metro Manila,Philippines,6153,New,full_load
207,Marco,Cox,marco.cox207@outlook.com,69418236697,2025-09-05,Las Piñas,Metro Manila,Philippines,7622,Returning,full_load
208,Kathleen,Miles,kathleen.miles208@yahoo.com,5882715817,2023-12-19,Quezon City,Metro Manila,Philippines,9889,New,full_load
209,Matthew,Armstrong,matthew.armstrong209@yahoo.com,36720931192,2024-08-25,Baguio,Benguet,Philippines,6927,Returning,full_load
210,Heather,Lane,heather.lane210@yahoo.com,12418674139,2022-11-13,Las Piñas,Metro Manila,Philippines,1845,Returning,full_load
211,David,Juarez,david.juarez211@outlook.com,1834202211,2023-11-12,Marikina,Metro Manila,Philippines,5719,Returning,full_load
